Airline,Source,Destination,Total_Stops,Price,dept_day,dept_month,dept_hour,dept_minute,arrival_day,arrival_month,arrival_hour,arrival_minute,duration_hours,duration_minutes,Route1,Route2,Route3,Route4,Route5
Jet Airways,S_Bangalore,D_Delhi,0,8016,15,6,11,10,15,6,14,5,2,55,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,6297,15,3,14,40,15,3,17,5,2,25,MAA,CCU,Not Available,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3841,15,4,22,20,16,4,0,40,2,20,CCU,BLR,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,16259,9,3,4,0,9,3,12,55,8,55,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,7174,27,6,17,40,27,6,23,0,5,20,DEL,BLR,COK,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,4049,12,3,6,20,12,3,7,45,1,25,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,17996,6,3,8,0,7,3,8,15,0,15,BLR,BOM,DEL,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7618,3,6,7,0,3,6,21,0,14,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,12121,24,5,17,0,25,5,14,25,21,25,CCU,DEL,BLR,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4148,27,3,22,10,28,3,0,55,2,45,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6147,9,5,15,10,9,5,20,0,4,50,DEL,BLR,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,11627,3,6,2,15,4,6,4,25,2,10,DEL,BOM,COK,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,0,4441,24,3,21,10,24,3,23,55,2,45,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10539,12,6,9,35,12,6,19,10,9,35,CCU,DEL,BLR,Not Available,Not Available
SpiceJet,S_Bangalore,D_Delhi,0,3311,6,5,5,55,6,5,8,35,2,40,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14571,24,5,6,30,24,5,19,50,13,20,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,3,6,8,30,3,6,11,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Bangalore,D_Delhi,0,5228,15,4,13,20,15,4,16,10,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12898,21,5,21,50,22,5,12,35,14,45,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3841,3,6,22,20,4,6,0,40,2,20,CCU,BLR,Not Available,Not Available,Not Available
SpiceJet,S_Bangalore,D_Delhi,0,3971,21,6,5,55,21,6,8,35,2,40,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,3,6,22,15,4,6,0,50,2,35,CCU,BLR,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,11098,21,3,4,45,21,3,18,50,14,5,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,8610,6,6,17,0,6,6,23,25,6,25,CCU,DEL,BLR,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,18,6,18,25,18,6,21,20,2,55,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,3,5,18,55,3,5,21,50,2,55,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3384,27,3,14,40,27,3,17,5,2,25,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,12681,1,4,16,30,2,4,4,40,12,10,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,13727,18,5,15,0,19,5,1,30,10,30,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4077,1,6,1,30,1,6,4,15,2,45,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,12723,15,5,5,50,16,5,12,30,6,40,CCU,IXR,DEL,BLR,Not Available
Air India,S_Kolkata,D_Bangalore,0,5510,18,6,14,15,18,6,16,45,2,30,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,9663,15,5,18,55,16,5,4,40,9,45,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,9,4,18,25,9,4,21,20,2,55,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,5224,27,5,11,30,27,5,14,5,2,35,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,9258,1,4,12,0,1,4,21,50,9,50,CCU,BBI,BOM,BLR,Not Available
Air India,S_Delhi,D_Cochin,2,9190,6,3,7,5,7,3,9,25,2,20,DEL,HYD,MAA,COK,Not Available
IndiGo,S_Delhi,D_Cochin,0,6015,18,5,14,25,18,5,17,40,3,15,DEL,COK,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,5780,18,4,18,55,18,4,21,50,2,55,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7153,27,5,14,0,27,5,21,0,7,0,DEL,BOM,COK,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,2,9586,9,3,10,30,9,3,21,25,10,55,BLR,VGA,HYD,DEL,Not Available
IndiGo,S_Bangalore,D_Delhi,0,3419,24,5,22,10,25,5,1,0,2,50,BLR,DEL,Not Available,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,9135,9,6,17,0,10,6,18,50,1,50,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7280,21,3,9,45,21,3,14,25,4,40,BLR,MAA,DEL,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,6,5,15,15,6,5,18,10,2,55,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12373,9,5,21,50,10,5,12,35,14,45,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,1,5746,21,3,11,20,21,3,15,25,4,5,BLR,STV,DEL,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14781,9,5,16,30,9,5,22,35,6,5,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7740,1,6,8,45,1,6,21,0,12,15,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,4030,6,5,17,45,6,5,20,45,3,0,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,7318,21,5,9,15,22,5,1,30,16,15,DEL,BOM,COK,Not Available,Not Available
Air India,S_Mumbai,D_Hyderabad,0,3100,1,6,19,30,1,6,20,45,1,15,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,12284,18,3,5,45,18,3,16,10,10,25,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,11087,9,3,8,55,10,3,10,45,1,50,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10577,9,6,19,45,10,6,12,35,16,50,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,13039,15,5,17,15,16,5,7,40,14,25,DEL,HYD,BOM,COK,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,1,5,15,30,1,5,18,5,2,35,CCU,BLR,Not Available,Not Available,Not Available
Vistara,S_Bangalore,D_New Delhi,0,11913,18,3,16,0,18,3,18,35,2,35,BLR,DEL,Not Available,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,3597,9,6,8,20,9,6,10,35,2,15,MAA,CCU,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,4227,1,4,19,0,2,4,4,40,9,40,CCU,HYD,BLR,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,3943,21,5,10,10,21,5,13,0,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12373,9,5,10,0,9,5,19,0,9,0,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Bangalore,D_Delhi,0,5403,12,4,7,0,12,4,9,40,2,40,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,8040,18,6,10,20,18,6,11,50,1,30,BOM,HYD,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8937,1,6,11,25,1,6,19,15,7,50,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10031,24,3,21,10,25,3,22,35,1,25,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4148,21,3,9,35,21,3,12,20,2,45,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14714,1,6,15,0,2,6,19,0,4,0,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9646,15,6,9,45,15,6,22,30,12,45,DEL,HYD,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7280,15,3,9,45,15,3,15,55,6,10,BLR,MAA,DEL,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13292,24,6,21,25,25,6,19,0,21,35,DEL,IDR,BOM,COK,Not Available
Air India,S_Kolkata,D_Bangalore,1,7893,1,4,17,30,2,4,12,0,18,30,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,16736,6,3,16,55,7,3,5,5,12,10,BLR,BOM,DEL,Not Available,Not Available
Air Asia,S_Bangalore,D_Delhi,0,3383,9,5,11,10,9,5,13,55,2,45,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10539,6,6,9,35,7,6,14,25,4,50,CCU,DEL,BLR,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,2754,1,5,19,5,1,5,20,35,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,9663,12,5,18,55,13,5,12,0,17,5,CCU,BOM,BLR,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,11105,24,3,20,20,25,3,20,25,0,5,CCU,DEL,BLR,Not Available,Not Available
Air India,S_Bangalore,D_Delhi,0,6961,27,6,17,0,27,6,19,45,2,45,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8073,18,5,10,0,19,5,1,30,15,30,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,2228,18,3,2,55,18,3,4,25,1,30,BOM,HYD,Not Available,Not Available,Not Available
Vistara,S_Bangalore,D_New Delhi,0,11598,9,3,9,50,9,3,12,35,2,45,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14151,21,5,17,0,21,5,23,35,6,35,CCU,DEL,BLR,Not Available,Not Available
SpiceJet,S_Bangalore,D_Delhi,0,3625,21,6,9,30,21,6,12,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,1,6669,12,5,17,35,12,5,22,15,4,40,CCU,MAA,BLR,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,7795,24,3,9,50,24,3,21,5,11,15,CCU,GAU,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7832,21,3,18,40,22,3,7,40,13,0,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,4995,3,5,7,5,3,5,8,30,1,25,BOM,HYD,Not Available,Not Available,Not Available
SpiceJet,S_Bangalore,D_Delhi,0,4423,9,4,9,30,9,4,12,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13759,24,3,8,25,24,3,16,20,7,55,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14053,21,3,7,5,21,3,12,35,5,30,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,9397,9,6,7,10,10,6,10,45,3,35,CCU,DEL,BLR,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4148,15,3,5,30,15,3,8,20,2,50,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,12819,24,6,23,5,25,6,19,0,19,55,DEL,AMD,BOM,COK,Not Available
Air India,S_Delhi,D_Cochin,0,5831,9,3,5,10,9,3,8,0,2,50,DEL,COK,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12898,21,5,17,30,22,5,19,0,1,30,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,12295,12,3,9,45,12,3,16,0,6,15,BLR,MAA,DEL,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,7438,21,3,2,15,21,3,18,50,16,35,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10624,9,5,17,0,10,5,18,0,1,0,CCU,DEL,BLR,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6442,27,6,5,5,27,6,12,10,7,5,DEL,HYD,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,3943,9,4,22,10,10,4,1,0,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,16079,21,5,19,15,22,5,4,25,9,10,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,13555,18,3,11,40,19,3,5,5,17,25,BLR,BOM,DEL,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6442,27,6,8,35,27,6,16,10,7,35,DEL,HYD,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,8708,21,3,13,20,22,3,19,15,5,55,DEL,UDR,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9595,18,5,18,0,19,5,1,30,7,30,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,16704,18,5,13,25,19,5,12,35,23,10,DEL,AMD,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,11188,18,5,13,15,18,5,22,30,9,15,DEL,HYD,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14151,15,5,17,0,16,5,19,10,2,10,CCU,DEL,BLR,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,3175,21,5,16,55,21,5,18,25,1,30,BOM,HYD,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,12173,24,3,20,30,25,3,12,30,16,0,CCU,DEL,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7888,21,5,13,0,21,5,21,0,8,0,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8835,1,6,4,55,1,6,19,15,14,20,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,8040,21,6,7,5,21,6,8,30,1,25,BOM,HYD,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7740,3,6,12,50,3,6,21,0,8,10,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,13381,12,6,14,25,13,6,19,15,4,50,DEL,CCU,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13376,24,6,14,35,25,6,12,35,22,0,DEL,NAG,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,1,5963,27,3,9,55,27,3,18,50,8,55,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,7757,6,5,18,55,7,5,10,5,15,10,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14388,21,5,14,5,22,5,8,15,18,10,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,8366,6,6,9,25,6,6,18,30,9,5,CCU,BOM,BLR,Not Available,Not Available
SpiceJet,S_Bangalore,D_Delhi,0,3919,24,5,21,10,25,5,0,5,2,55,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,15,5,18,55,16,5,19,50,0,55,CCU,BOM,BLR,Not Available,Not Available
Air Asia,S_Delhi,D_Cochin,1,7452,18,5,20,45,19,5,7,10,10,25,DEL,BLR,COK,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3841,24,6,22,20,25,6,0,40,2,20,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,1,3809,15,4,19,20,15,4,23,45,4,25,CCU,HYD,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9627,21,5,9,15,21,5,19,0,9,45,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,3210,15,5,2,55,15,5,4,20,1,25,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,9,6,15,0,10,6,4,25,13,25,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,3,4,16,55,3,4,19,55,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14714,12,6,22,50,13,6,19,0,20,10,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,3543,9,6,9,45,9,6,12,0,2,15,MAA,CCU,Not Available,Not Available,Not Available
Air India,S_Bangalore,D_Delhi,0,5228,3,5,6,10,3,5,8,55,2,45,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,10368,12,6,5,30,13,6,4,25,22,55,DEL,JAI,BOM,COK,Not Available
IndiGo,S_Delhi,D_Cochin,2,6494,21,3,6,40,21,3,21,20,14,40,DEL,HYD,MAA,COK,Not Available
Air India,S_Delhi,D_Cochin,1,5022,6,4,6,10,6,4,23,0,16,50,DEL,BLR,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,13555,18,3,16,55,19,3,7,40,14,45,BLR,BOM,DEL,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9001,3,6,11,40,3,6,19,15,7,35,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,3943,15,5,21,15,16,5,0,15,3,0,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,3,21829,6,3,11,35,6,3,21,0,9,25,DEL,GWL,IDR,BOM,COK
IndiGo,S_Mumbai,D_Hyderabad,0,2754,15,6,12,0,15,6,13,30,1,30,BOM,HYD,Not Available,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3850,27,6,7,55,27,6,10,15,2,20,MAA,CCU,Not Available,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,1,11628,1,3,17,0,1,3,23,10,6,10,BLR,HYD,DEL,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13882,24,6,9,25,25,6,12,35,3,10,DEL,LKO,BOM,COK,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3841,12,4,17,10,12,4,19,40,2,30,CCU,BLR,Not Available,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3873,27,6,6,55,27,6,9,30,2,35,CCU,BLR,Not Available,Not Available,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,2017,18,3,22,45,19,3,0,10,1,25,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,12814,21,3,5,25,22,3,18,50,13,25,DEL,IDR,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,1,9212,21,3,20,50,22,3,4,25,7,35,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4423,12,4,4,0,12,4,6,50,2,50,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6674,1,6,11,55,1,6,22,30,10,35,DEL,HYD,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14781,6,5,14,5,6,5,19,50,5,45,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Mumbai,D_Hyderabad,2,13904,6,3,6,0,7,3,19,25,13,25,BOM,BHO,DEL,HYD,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,13377,15,6,10,0,16,6,1,30,15,30,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,17024,6,3,17,30,7,3,19,45,2,15,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14388,15,5,18,55,16,5,8,15,13,20,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,11622,27,6,9,15,27,6,19,0,9,45,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,3210,12,6,19,35,12,6,21,5,1,30,BOM,HYD,Not Available,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,6300,15,3,9,30,15,3,12,5,2,35,MAA,CCU,Not Available,Not Available,Not Available
SpiceJet,S_Bangalore,D_Delhi,0,4319,9,4,9,30,9,4,12,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,4622,9,3,6,55,9,3,9,35,2,40,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Mumbai,D_Hyderabad,0,3100,27,6,21,5,27,6,22,25,1,20,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14571,9,6,18,55,10,6,16,20,21,25,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8099,27,6,9,15,27,6,19,15,10,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,11627,6,6,13,0,7,6,12,35,23,35,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,11237,3,3,16,10,3,3,22,20,6,10,DEL,HYD,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,9663,15,5,18,55,16,5,10,5,15,10,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,11972,21,5,17,15,22,5,19,15,2,0,DEL,HYD,BOM,COK,Not Available
IndiGo,S_Delhi,D_Cochin,1,6416,6,6,8,30,6,6,21,0,12,30,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14924,3,6,7,5,3,6,12,35,5,30,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,15129,1,5,19,10,2,5,19,0,23,50,DEL,AMD,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9526,15,6,6,0,15,6,19,15,13,15,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,12853,9,4,9,0,9,4,19,15,10,15,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,18804,9,6,11,40,9,6,19,0,7,20,DEL,JDH,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,6481,9,4,12,50,9,4,19,15,6,25,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Bangalore,D_Delhi,0,4878,15,6,7,0,15,6,9,40,2,40,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14388,12,5,21,10,13,5,9,20,12,10,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,6916,6,3,7,5,6,3,22,20,15,15,DEL,HYD,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,13377,24,6,10,0,25,6,1,30,15,30,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,12,6,15,30,12,6,18,5,2,35,CCU,BLR,Not Available,Not Available,Not Available
SpiceJet,S_Delhi,D_Cochin,1,5673,27,5,17,55,27,5,22,50,4,55,DEL,BLR,COK,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,1,6,22,15,2,6,0,50,2,35,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,5117,1,4,9,45,2,4,9,25,23,40,DEL,MAA,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,11087,18,3,11,40,19,3,9,30,21,50,BLR,BOM,DEL,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,2,18485,9,6,17,50,10,6,1,30,7,40,DEL,IXU,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,7064,1,4,18,55,2,4,9,20,14,25,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,10197,18,5,9,0,18,5,19,0,10,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,15554,9,5,19,45,10,5,19,0,23,15,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Bangalore,D_Delhi,0,5613,24,5,21,0,24,5,23,50,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,4544,12,5,15,15,12,5,18,10,2,55,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8266,21,5,11,40,21,5,19,15,7,35,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12373,18,5,20,55,19,5,12,35,15,40,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,12717,15,6,9,0,15,6,19,0,10,0,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,1,5930,1,4,21,0,2,4,2,15,5,15,CCU,PNQ,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,9653,9,5,5,0,10,5,19,15,14,15,DEL,AMD,BOM,COK,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,25735,1,3,22,50,2,3,21,20,22,30,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10953,9,5,9,35,10,5,10,55,1,20,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12373,9,5,20,55,10,5,19,0,22,5,DEL,BOM,COK,Not Available,Not Available
Air India,S_Bangalore,D_Delhi,0,6961,21,5,5,45,21,5,8,45,3,0,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,1,6284,1,4,18,5,1,4,23,30,5,25,CCU,NAG,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,15200,9,3,15,15,10,3,1,35,10,20,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,13591,6,6,20,15,7,6,19,15,23,0,DEL,CCU,BOM,COK,Not Available
Air India,S_Kolkata,D_Bangalore,3,14960,9,6,9,50,9,6,23,15,13,25,CCU,GAU,IMF,DEL,BLR
